fen,phase,eco,material,mobility,white_king_safety,black_king_safety,white_center_control,black_center_control,evaluation_cp
2Q3R1/4k1KP/8/8/8/8/8/8 b - - 0 59,middlegame,,15,1,0,0,0,0,9996
Q7/8/8/8/2k4N/4pP1P/4K1P1/8 b - - 0 64,middlegame,,16,6,0,0,2,2,3990
3n2k1/6b1/2p5/1p3p2/1qnPpQp1/2N3P1/5PK1/r3BR2 w - - 0 38,middlegame,,51,29,0,0,3,4,-471
6k1/p5p1/5R1p/2p5/q1P3P1/3Q4/PP3P1P/6K1 b - - 0 34,middlegame,,33,20,0,0,3,1,546
r1bqkb1r/pp2pppp/2np1n2/2p5/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 5,opening,B30,78,31,0,0,3,4,25
rnbqkbnr/pp3ppp/8/2p5/3Pp3/3B4/PP3PPP/RNBQK1NR w KQkq - 0 6,opening,C21,75,41,0,0,2,2,-109
6k1/2p3pp/8/2K5/4r3/1P6/p7/R7 w - - 0 46,middlegame,,15,12,0,0,2,2,-335
r1bqkbnr/pp2pppp/2n5/2p5/2Pp1P2/4PN2/PP1P2PP/RNBQKB1R w KQkq - 0 5,opening,A02,78,28,0,0,3,3,-67
8/pp2p1k1/b2p1pp1/8/1P2P3/2Q2P2/6P1/K1n5 w - - 0 30,middlegame,,25,24,0,0,4,1,483
4r3/p3r1kp/1p3bp1/1PPp4/P7/2PB4/4NPPP/R2Q2K1 b - - 0 23,middlegame,,45,33,0,0,2,3,582
rnbq1rk1/pp1pbppp/4pn2/2p5/3P4/2P1PN2/PP1N1PPP/R1BQKB1R w KQ - 4 6,opening,A43,78,32,0,0,3,3,24
8/4k3/1R6/1P6/6PP/p5K1/P7/8 w - - 1 54,endgame,,10,17,0,0,0,0,3460
5rk1/pB3ppp/3qp3/1p6/b2P4/6P1/1R3P1P/Q1r3K1 w - - 0 26,middlegame,,49,2,1,0,3,3,-414
5k2/7p/6p1/1b3pP1/1P6/3P2K1/B7/8 w - - 1 37,endgame,,12,15,0,0,2,1,117
8/ppk5/3p4/8/8/5b2/PPPK1P2/8 w - - 0 33,endgame,,10,11,0,0,0,3,-375
rnbqk1nr/pp2ppbp/2pp2p1/1B6/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 5,opening,A04,78,34,0,0,3,3,28
2r3k1/1p3ppp/p1n1p3/3pB3/Pr3PP1/5R1P/6K1/4R3 w - - 0 30,middlegame,,37,37,0,0,3,4,-469
8/8/6R1/4k1Pp/6rP/7K/8/8 b - - 0 57,endgame,,13,16,0,0,0,3,10
5b1r/4kp1p/p1Bp1pp1/8/4P3/5P2/r3b1PP/2R1R2K w - - 0 21,middlegame,,39,25,0,0,2,1,-107
3R1br1/ppNR1p2/5p2/1P6/1k6/6p1/P6r/6K1 w - - 2 33,middlegame,,33,22,0,0,2,1,-402
8/R5Rp/5k2/8/8/KP2P3/P4P1r/1r6 b - - 2 43,middlegame,,25,21,0,0,1,1,448
r1b2rk1/pp4b1/2p1p1p1/4P1Np/2p1QP2/6qP/P4RB1/3R2K1 b - - 1 24,middlegame,,61,34,0,0,4,2,200
rnbqkbnr/pp2pppp/8/2pp4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,opening,B23,78,33,0,0,2,3,162
8/5Rpk/2qp3p/1p6/1Pn1P3/5P2/P4BPP/3R2K1 b - - 0 31,middlegame,,35,23,0,0,3,3,112
8/pp3k2/6p1/1p4P1/1P1PK3/2r5/P7/8 w - - 0 50,endgame,,13,6,0,0,3,0,-542
r3r1k1/pp3ppp/2p5/8/1B1NPqb1/1BN5/PP2QPPP/R3K2R w KQ - 1 21,middlegame,,65,50,0,0,2,3,820
2r1k3/3bqpb1/p3p1p1/1p1pP3/3P4/1N2BB2/PP3K2/1Q5r w - - 0 26,middlegame,,53,35,0,0,4,3,-314
1br3k1/3N1ppp/4p3/1p1n4/P1P5/1R3K1P/8/8 w - - 0 33,middlegame,,27,25,0,0,3,2,-185
rnbq1rk1/ppppbppp/5n2/4p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR w KQ - 3 5,opening,C24,78,39,0,0,2,3,26
r1bqk2r/ppp1bppp/2np1n2/4p3/3PP3/2P2N2/PPQ2PPP/RNB1KB1R w KQkq - 1 6,opening,C41,78,38,0,0,4,4,61
r4qk1/1Q3ppp/3br3/pP6/8/4PN2/PB3PPP/3R1RK1 b - - 0 22,middlegame,,57,37,0,0,4,2,538
8/5p1k/4pBp1/8/2QP2P1/5P1P/5K2/8 b - - 0 54,middlegame,,19,4,0,0,4,1,674
rn1qkbnr/pb1ppppp/1pp5/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,opening,A40,78,33,0,0,4,1,132
r3k1nr/p3ppbp/2p3p1/8/q3P2P/2PP3b/PP3PP1/R3K3 w Qkq - 0 16,middlegame,,47,18,0,0,3,4,-1175
rnbqkb1r/pppppp1p/5np1/8/8/2PP4/PP2PPPP/RNBQKBNR w KQkq - 0 3,opening,A00,78,28,0,0,2,2,-14
8/2p5/3k2p1/3P4/5PK1/1nNn4/8/8 w - - 1 51,endgame,,13,13,0,0,3,3,-52
rnbqk2r/ppppbppp/4pn2/8/2PP4/P7/1P2PPPP/RNBQKBNR w KQkq - 1 4,opening,E00,78,29,0,0,3,2,9
r1bqkbnr/pp3ppp/2np4/2p1p3/2P5/2NP1N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,opening,A35,78,34,0,0,4,2,33
8/2p2pp1/p6p/2p1k3/P1P5/3K1P1P/5PP1/8 b - - 1 33,endgame,,12,12,0,0,3,3,-11
r1bqkb1r/pppn1pp1/3p1n1p/4p3/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w kq - 0 6,opening,A41,78,33,0,0,2,4,59
6k1/pp3pp1/2p4p/3p1B2/8/P1P2P1P/1r4K1/8 w - - 0 33,middlegame,,19,5,1,0,2,2,-565
5k2/7p/p1BNb3/PpP1Pp2/r7/8/5PPP/4RK2 w - - 1 36,middlegame,,29,31,0,0,3,3,522
8/8/1pN2k2/1p5p/4K2P/PPn3P1/8/8 w - - 1 35,endgame,,13,5,1,0,3,3,162
r4rk1/1p3pbp/p2p2p1/2pP4/3p3q/5BP1/PP1Q1P2/4RRK1 b - - 0 19,middlegame,,57,37,0,0,4,3,-437
r1bqkb1r/pp2pp1p/2np1np1/2p5/4P3/2PP1N2/PP2BPPP/RNBQK2R w KQkq - 0 6,opening,B50,78,34,0,0,4,4,-24
7r/3k1p1p/3np1p1/3b4/2pR4/r1P5/5PPP/3R2K1 w - - 0 27,middlegame,,35,23,0,0,3,2,-688
r6k/4b1pp/3Q4/P2p4/1PpPpP2/2B1P2P/6P1/R5K1 b - - 0 30,middlegame,,37,20,0,0,3,1,495
8/8/4R2p/3r1pk1/6p1/8/6K1/8 b - - 0 44,endgame,,13,17,0,0,2,3,-660
7k/5pr1/4p3/3b1p1p/5b2/3R4/1R4PP/5K2 w - - 0 37,middlegame,,27,31,0,0,2,3,-439
3r4/3P1Qk1/5npp/4N3/8/6P1/5P1P/3R2K1 b - - 0 39,middlegame,,31,1,0,1,2,2,9999
rnbqkbnr/ppp2ppp/4p3/3p4/2P5/1P6/P2PPPPP/RNBQKBNR w KQkq - 0 3,opening,A13,78,22,0,0,1,2,-14
rnbqk2r/pppn1ppp/4p3/3pP3/1b1P4/2N5/PPP1NPPP/R1BQKB1R w KQkq - 1 6,opening,C15,78,22,0,0,4,3,49
2k4r/1Pr2p1p/3Pp3/Q2p4/P3p3/N5P1/5PBP/R4RK1 b - - 0 25,middlegame,,46,5,0,1,2,2,1180
rnbqkbnr/pp3ppp/2p1p3/8/2pP1B2/2N5/PP2PPPP/R2QKBNR w KQkq - 0 5,opening,D31,77,39,0,0,4,2,-37
rnbqkb1r/ppp2ppp/4pn2/4N3/3Pp3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,opening,C01,77,43,0,0,2,3,-80
8/1p6/3rk2p/1p6/2pR4/5NP1/PPP2P1P/6K1 b - - 0 35,middlegame,,23,16,0,0,4,3,551
4r3/2p5/p4k1p/n3p1p1/PR3p2/2n2NPP/5P1K/8 b - - 0 35,middlegame,,29,33,0,0,3,4,-610
rnbqk2r/pp2ppbp/2pp1np1/8/2PPP3/2NB4/PP3PPP/R1BQK1NR w KQkq - 2 6,opening,B12,78,42,0,0,3,3,58
q5k1/1b2bpp1/p2pp2p/4n2P/1p2P3/4R1Q1/PPr1N1P1/5R1K w - - 0 29,middlegame,,57,39,0,0,4,3,-623
8/5pkp/5bp1/3P4/p4q2/5R2/3r1PK1/1B6 w - - 0 40,middlegame,,31,19,0,0,1,4,-495
6k1/pp2nppp/4p3/3pP3/b4P2/4qN2/P4RPP/1r3BK1 w - - 0 23,middlegame,,43,12,0,0,2,4,-864
2r1qrk1/2p2pbp/1p2p1p1/p4P2/b2Pp3/3P1R2/1B1N1QPP/2R3K1 w - - 0 23,middlegame,,63,40,0,0,3,3,-116
6k1/6pp/R4p2/1pN1p3/2b3r1/8/2P3PK/8 w - - 0 43,middlegame,,23,24,0,0,1,4,-496
1r3rk1/p4ppp/8/3pP3/2pn4/b1P1QNB1/1q3RPP/6K1 w - - 0 27,middlegame,,55,28,0,0,3,1,-164
8/8/6p1/4kp2/8/P4P2/6P1/K7 w - - 0 41,endgame,,5,7,0,0,1,3,444
rn1qkbnr/ppp1pppp/8/3p4/6b1/3P1N2/PPP1PPPP/RNBQKB1R w KQkq - 1 3,opening,A06,78,29,0,0,3,2,25
rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 2 5,opening,E14,78,31,0,0,3,2,36
R7/1br4p/p4ppk/1P3n2/3P4/3B1N2/1PP2PPP/R5K1 b - - 0 26,middlegame,,38,28,0,0,3,4,557
r1bqkb1r/pppn1ppp/4pn2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R w KQkq - 4 5,opening,D30,78,34,0,0,3,3,35
r2r2k1/p1q2ppp/1n1b4/B3Q3/8/3P1NP1/PP2PP1P/R3K2R w KQ - 1 16,middlegame,,61,45,0,0,4,2,364
r1bqkbnr/pppp2pp/2n5/4P3/2B5/5p2/PPPP2PP/RNBQK2R w KQkq - 0 6,opening,C30,73,32,0,0,1,2,-358
r2qkbnr/1pp2ppp/p1p5/4p3/3PP1b1/5N2/PPP2PPP/RNBQK2R w KQkq - 1 6,opening,C68,72,33,0,0,3,2,74
8/1p6/1B5k/P3p3/4PrK1/7P/8/8 w - - 1 43,endgame,,13,1,1,0,2,2,-418
2krr3/pbpq1ppp/1p2pn2/P7/2Nn4/5N2/2B2PPP/R1B1Q1K1 w - - 0 19,middlegame,,65,50,0,0,3,3,-472
8/1pp5/6R1/1kP5/1p1K1P2/1B6/6PP/8 b - - 0 37,middlegame,,15,3,0,0,3,0,966
4r3/pp6/2nQb1pk/8/4PR2/8/PPP3PP/5RK1 w - - 1 25,middlegame,,39,45,0,0,4,3,966
8/6rk/7R/7K/5N1P/6P1/r4P2/8 b - - 0 47,middlegame,,21,1,0,1,1,0,199
rn1q1rk1/ppp2ppp/5n2/4p3/2B3b1/2Q2N2/PB3PPP/R4RK1 w - - 0 12,middlegame,,67,42,0,0,3,3,74
r1b1k2r/ppqp1ppp/4p1n1/6P1/3p4/3n1N2/PPPNQPP1/2KR3R w kq - 0 13,middlegame,,67,2,1,0,3,2,-41
r4rk1/pb3pp1/1p1p3p/2p5/4q3/2P3P1/P1NB1P1P/R5K1 w - - 0 22,middlegame,,45,25,0,0,1,4,-1435
r5k1/ppp3bp/3p4/8/4b3/2P2nPQ/1q1BK2P/5R2 w - - 0 27,middlegame,,48,24,0,0,1,3,-861
r2r2k1/6pp/8/p7/8/2p4P/Pn2R1PK/8 b - - 1 32,middlegame,,25,28,0,0,2,2,-943
1k1b1r2/1p4p1/q1p1n3/2P3Pp/p1PP3P/P3BB2/1Q3P2/1KR4R b - - 0 33,middlegame,,57,32,0,0,4,2,460
rnbqkbnr/ppp2p1p/3p4/8/2B1Ppp1/2N2N2/PPPP2PP/R1BQK2R w KQkq - 0 6,opening,C25,77,37,0,0,4,1,-141
3r4/1p6/p2n1k2/2pP1p2/2P1P3/1P4P1/P3B1KP/3R4 b - - 0 33,middlegame,,27,25,0,0,2,3,257
2r2rk1/2q3pp/2p5/pp3pb1/2b1p3/2P1Q1P1/P4PBP/3RR1K1 w - - 0 27,middlegame,,59,37,0,0,3,3,-436
rnb1kb1r/pp2pppp/2p2n2/3q4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 5,opening,B01,76,34,0,0,2,4,76
r3kb1r/pp1b1ppp/2np4/q7/4Pp2/2NB3P/PB3QP1/1R2K2R w Kkq - 0 15,middlegame,,67,40,0,0,3,3,-60
8/Np1k4/6Rp/8/4P3/P2n2P1/6KP/8 w - - 1 33,middlegame,,17,24,0,0,1,1,707
2r1nrk1/pp3ppp/3p4/3Pp3/2P1Pn2/7q/P1BN1PbK/R1B3R1 w - - 0 21,middlegame,,59,0,1,0,2,4,-10000
1r3r1k/2q1b1p1/p3n2p/1PpBP3/2Pn1P2/1P1Q2P1/1B1P3P/2KR3R b - - 0 28,middlegame,,65,46,0,0,4,2,-247
rnbqk1nr/ppppp1bp/5pp1/8/3P4/1P6/PBP1PPPP/RN1QKBNR w KQkq - 2 4,opening,A40,78,26,0,0,2,1,95
rnbqk2r/ppppbppp/4pn2/8/3P4/2P2N2/PP2PPPP/RNBQKB1R w KQkq - 1 4,opening,A46,78,31,0,0,2,2,0
8/pp3kp1/4rp1p/6n1/PP2p3/2P1N2r/2K1R3/5R2 w - - 2 40,middlegame,,35,32,0,0,2,2,-402
b1k2R2/3q2Q1/1n6/1P1pP1P1/2pP4/8/7B/R5K1 b - - 2 36,middlegame,,43,4,0,1,1,2,1344
r4rk1/1b3pp1/5n1p/1p2p3/p3p3/q3B3/B1PRQPPP/3R2K1 w - - 0 23,middlegame,,61,42,0,0,2,3,-247
r1bq1rk1/pp3p2/2n2n1p/5p2/2B4Q/7N/P5PP/R4R1K w - - 0 18,middlegame,,61,41,0,0,3,4,-199
4r1k1/pp1R2pp/2p5/2P5/1P6/P7/1BnK1rBq/8 w - - 0 28,middlegame,,41,4,1,0,4,4,-1215
2r4B/1b2kp1p/p3pQp1/2pp4/2P5/1P1BP3/P4PPP/R4RK1 b - - 2 23,middlegame,,47,4,0,1,4,3,1135
rn1q1b1r/pp3k2/2pp2np/6p1/3PP3/2N2Npb/PPP2R2/R1BQ2K1 w - - 0 12,middlegame,,71,33,0,0,4,2,-295
rnbqkb1r/ppp2ppp/3p1n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 1 4,opening,A21,78,27,0,0,2,4,42
rnbqkb1r/p1pp1ppp/1p2pn2/8/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4,opening,A17,78,27,0,0,2,2,42
rnbqkb1r/pp1p1ppp/2p2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,opening,C42,78,29,0,0,4,3,161
r1bqk1nr/ppp2ppp/2np4/2b5/2BpP3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 6,opening,C50,77,39,0,0,3,2,-25
r2q1rk1/p3n2p/6bQ/2p1p3/2Pp2p1/5N2/PP6/R1B1K2R w KQ - 0 24,middlegame,,59,40,0,0,3,3,-439
r5k1/1Rb1rp1p/p1B1bB2/8/8/3N2P1/P3PP1P/5RK1 b - - 2 23,middlegame,,43,29,0,0,4,2,707
r1bqkb1r/1pp2ppp/p1np1n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,opening,C87,78,25,0,0,3,4,29
3k4/pp6/2p5/8/2q4p/KPP5/P5b1/8 w - - 0 37,middlegame,,19,3,0,0,1,3,-552
6rk/5Qp1/p6p/1p6/4q3/6P1/5PK1/8 w - - 2 58,middlegame,,29,6,1,0,1,3,-634
r6r/1p2NPp1/p1kq2np/7Q/3P4/8/PP4PP/R1B2RK1 b - - 0 19,middlegame,,57,5,0,1,2,3,555
rnbqkb1r/pp1ppppp/5n2/2p5/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 0 3,opening,A45,78,30,0,0,4,3,53
8/p3k3/1p4p1/8/4p2P/2P3P1/PP1K1n2/8 b - - 1 37,endgame,,12,18,0,0,1,1,-402
8/p4pk1/1p6/6Pp/5b2/1P2PNP1/P1R1KP2/8 w - - 1 50,middlegame,,21,29,0,0,2,1,925
8/8/7p/4R3/1p2B1k1/1P6/P3K3/8 w - - 1 47,endgame,,12,32,0,0,2,0,638
8/1p4k1/8/5KP1/8/4r2B/8/6b1 b - - 0 55,endgame,,13,23,0,0,2,2,-650
8/8/8/1p2k3/2p5/2P1r1K1/7R/8 w - - 1 57,endgame,,13,4,1,0,1,4,-459
2kr3r/ppp1qpb1/3p4/4P1pp/2B2p2/2n5/PPP1RQPP/R5K1 w - - 0 18,middlegame,,61,40,0,0,4,3,-293
rnbqkb1r/ppp3pp/3p1n2/4ppB1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 5,opening,A85,78,39,0,0,4,4,30
1r2r1k1/pp4bp/6p1/3b1p2/P1P2N2/6P1/1nP4P/1R3K2 w - - 0 29,middlegame,,37,22,0,0,1,3,-742
3r4/p3r1k1/1p3p1b/5p1B/3p1P2/2P1p1P1/PP2K3/3R3b w - - 0 39,middlegame,,35,25,0,0,2,4,-659
6qk/1p2pp1r/p2n4/P1pP1p2/2P1pP2/1P2n1r1/4NK1P/1B3R2 w - - 0 43,middlegame,,49,19,0,0,4,3,-861
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 1 4,opening,D02,78,30,0,0,2,2,26
r5k1/p1Q3pp/1p2pr2/8/2P1q3/8/P6P/6RK w - - 2 23,middlegame,,41,1,1,0,2,3,-9999
8/r4ppk/2p3bp/Bp6/1P2n3/6R1/2P1N3/2K5 w - - 2 32,middlegame,,29,24,0,0,1,2,-564
r1bk3r/1pp1bppp/2n1p3/1p1nP1N1/3P4/4B3/P3KPPP/R2R4 w - - 0 17,middlegame,,51,32,0,0,3,3,-634
r1b1rk2/pp3p1p/2p5/5nR1/4Np1P/1P1P4/PbP5/1K5R w - - 0 26,middlegame,,43,31,0,0,1,4,-435
2r3k1/p2r1pp1/2nBb2p/2pqp3/4R3/2P2Q1P/P1R3P1/6K1 w - - 2 31,middlegame,,57,45,0,0,3,4,-711
6r1/1p1b3p/p1r1Bk2/2N1R3/1PP5/5P2/5KPP/4R3 b - - 0 27,middlegame,,37,30,0,0,3,1,584
rnbqkb1r/ppppp1pp/5n2/5p2/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 2 3,opening,A80,78,32,0,0,2,2,35
8/p6k/2bp4/5P2/4N3/8/3K1P2/8 b - - 0 38,endgame,,10,15,0,0,0,3,-429
8/2k5/R7/Pp2P1p1/1P4Pp/3P1K1P/7r/8 b - - 0 40,middlegame,,19,14,0,0,1,0,431
8/4k1p1/4P2p/R6P/P1KN4/2P5/r7/8 b - - 0 50,middlegame,,19,17,0,0,3,0,671
8/5pB1/4p1pp/4P3/4bk1P/8/2p5/2K5 w - - 0 56,endgame,,13,7,0,0,1,3,-474
3q3k/4r3/p6P/2P2Q2/P2b1Pp1/1P2p1P1/4K3/3R3R w - - 1 42,middlegame,,45,40,0,0,4,4,634
3r2k1/p4p1p/1p4p1/5p2/4r3/P1Q4P/1P4P1/3q1R1K w - - 0 27,middlegame,,43,32,0,0,2,4,-374
rnb1kb1r/ppp2ppp/5n2/3q4/3p4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 2 6,opening,C21,75,38,0,0,2,4,-11
8/6kp/4ppp1/4P3/6K1/8/8/8 w - - 0 46,endgame,,5,6,0,0,0,2,-510
8/R5pp/8/1P3P2/3k1N2/1r4P1/7P/6K1 b - - 0 38,middlegame,,19,20,0,0,1,3,519
rnbqkbnr/1p1p1ppp/p3p3/8/3QP3/5N2/PPP2PPP/RNB1KB1R w KQkq - 0 5,opening,B28,76,50,0,0,4,1,32
rnb1k2r/pp1p1pbp/4p1p1/2pP4/2P5/2N2N2/PP2QKPP/q4B1R w kq - 0 14,middlegame,,65,35,0,0,4,3,-345
r1bqkbnr/pp3ppp/2n5/2pp4/2B5/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,opening,B30,76,28,0,0,3,4,1
r2q1r2/pp6/4kn1p/2p3p1/3np3/4Q1b1/PPP2PPP/3R1RK1 w - - 0 18,middlegame,,59,35,0,0,2,4,-509
8/8/8/1k2Pp1p/p4P1P/2K5/8/8 b - - 0 49,endgame,,6,6,0,0,2,1,234
r1bqkbnr/pp1npppp/2p5/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,opening,A41,78,35,0,0,4,3,252
3r4/p6p/6pk/1p6/8/5n2/P5P1/R5K1 w - - 0 28,middlegame,,19,4,1,0,0,3,-481
rnbqkbnr/ppp1pppp/8/4p3/5P2/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 5,opening,B02,77,33,0,0,3,2,106
8/pB3kpp/2pr1p2/P1N5/8/2P1B1P1/P3PP1P/1b5K w - - 0 24,middlegame,,29,28,0,0,2,4,450
6k1/2q2pb1/p2pr1p1/1p6/PR2n2B/1Q6/1r4PP/5R1K w - - 0 27,middlegame,,55,43,0,0,3,3,-544
8/2r5/1pP3p1/1Pk1p2p/p3Pp1b/2K2P2/8/1R6 b - - 1 48,middlegame,,23,19,0,0,3,2,-487
r4rk1/ppp2pp1/7p/3p1P2/3Pn1P1/2q2Q2/P6B/R4R1K w - - 0 25,middlegame,,55,33,0,0,2,2,-251
3n4/8/2p2kB1/p2p4/P6p/1PP4K/8/8 w - - 0 42,endgame,,13,15,0,0,2,3,-52
rnbqkb1r/pp2pppp/5n2/2p1p3/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 5,opening,B50,77,28,0,0,2,3,-23
r5r1/1pp4k/p2p4/3P1P2/2PqB2P/P1N1bP2/1P2K1nR/3R1Q2 b - - 2 27,middlegame,,61,49,0,0,3,4,-94
2rq1r1k/3b1p1P/3Qpb2/1p6/p3P3/1BN2P2/PPP3P1/2KR3R b - - 0 18,middlegame,,61,28,0,0,4,3,-134
rnbqkbnr/pp2pppp/2p5/8/4p3/1P1P4/P1P2PPP/RNBQKBNR w KQkq - 0 4,opening,B10,77,34,0,0,1,2,-11
r1b2bn1/pp1n1k2/2p2Qp1/8/4P3/8/PPP2PPP/RNB2RK1 b - - 0 12,middlegame,,53,4,0,1,3,2,91
8/p1p4R/1p2pb2/3N2k1/8/3B1P2/PPP3P1/2K5 b - - 0 26,middlegame,,23,15,0,0,1,3,636
4r1k1/pppq1ppp/2n5/1B1p4/3P2Pb/2P2Q2/PP4K1/3R4 w - - 0 23,middlegame,,49,40,0,0,4,4,-482
8/p6p/4k3/6p1/2PB2P1/1P3b1P/P7/5RK1 w - - 1 39,middlegame,,19,26,0,0,2,3,929
8/8/3k4/7P/2p5/1p3r2/4R3/2K5 w - - 0 50,endgame,,13,19,0,0,2,2,-303
8/3k4/K2Pr3/3RP2p/1p6/2p5/PP4PP/8 w - - 0 40,middlegame,,19,20,0,0,2,1,419
rnbqkbnr/1p4pp/p1pppp2/8/3PP3/2NB1N2/PPP2PPP/R1BQK2R w KQkq - 0 6,opening,C00,78,39,0,0,4,2,174
r6k/ppp1n2p/1nb1N1p1/4P3/8/1B3P1q/P5p1/1R2QRK1 b - - 0 24,middlegame,,57,42,0,0,4,2,-1165
2r1r1k1/1pq5/4P1Q1/3P1pNp/2P2R1P/1P6/P5P1/5n1K b - - 0 36,middlegame,,49,3,0,1,3,2,615
8/6k1/p1N5/P1P4p/1P1P4/3Kn3/8/5B2 b - - 0 53,middlegame,,15,17,0,0,3,1,505
8/8/4p1k1/5p2/4p2p/1P2P1P1/2K2P1P/8 w - - 0 36,endgame,,9,12,0,0,1,2,412
rnbqkb1r/p1pp1ppp/1p2pn2/8/3P4/P4N2/1PP1PPPP/RNBQKB1R w KQkq - 0 4,opening,A46,78,29,0,0,2,2,30
5rk1/pp3ppp/1qp1p1b1/7n/6P1/2P2Q1P/PP1N2K1/R1B1r3 w - - 0 22,middlegame,,57,29,0,0,3,4,-648
8/2k5/1p2B3/p1p3p1/P3R3/1P5p/5r1n/2K5 b - - 1 51,middlegame,,23,24,0,0,3,1,-549
4rrk1/pp3p1p/6p1/3p2B1/4n3/5B2/Pb4PP/R4R1K w - - 0 23,middlegame,,41,31,0,0,1,3,-420
7r/1p5r/p2p2k1/2pP1pbp/P1P1pP1R/6P1/4B2K/8 w - - 0 42,middlegame,,33,16,0,0,2,3,-542
rnbqkbnr/pp3ppp/2p1p3/8/2pP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,opening,D31,77,37,0,0,4,2,64
rnb1kbnr/ppq1pppp/2pp4/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 4,opening,A11,78,33,0,0,4,2,88
8/p3R2p/4p1pk/8/8/1P3QP1/5PKP/2R5 w - - 1 36,middlegame,,27,48,0,0,2,1,9997
rnbqkb1r/pp1p1ppp/4pn2/2p5/3P4/2P5/PPQ1PPPP/RNB1KBNR w KQkq - 0 4,opening,A45,78,35,0,0,3,3,0
4r2r/1kp4p/ppbp3b/5pq1/N1QRp3/6P1/PPP2P2/1K5R w - - 0 25,middlegame,,59,41,0,0,3,3,-370
r4B2/pp3k2/1np2p2/7R/4P3/1N6/PPP3PP/6K1 b - - 0 25,middlegame,,29,19,0,0,3,2,333
r2qr1k1/1b1p1p2/p2Bp1p1/1p2P1p1/5P2/2P3n1/P1B3PP/5RK1 w - - 0 23,middlegame,,49,31,0,0,3,2,-780
rnbqkb1r/p3pp1p/3p1np1/1ppP4/2P5/5N2/PPQ1PPPP/RNB1KB1R w KQkq - 0 6,opening,A57,78,37,0,0,4,4,41
rnbqk1nr/pppp1pbp/4p1p1/8/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,opening,A04,78,26,0,0,2,3,35
rnbqkbnr/pp1p1ppp/4p3/8/4P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5,opening,B21,75,45,0,0,3,1,-15
5rk1/5pp1/R3p2p/3p4/2pPn3/1pP3q1/1P2B1K1/Q4R2 w - - 2 29,middlegame,,49,1,1,0,2,3,-568
rnbqk2r/ppp2ppp/3p1n2/2bPp3/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,opening,A51,78,31,0,0,3,4,-8
4r1k1/p4ppp/b1p5/8/5R2/2r3N1/P5P1/R6K w - - 0 29,middlegame,,33,28,0,0,2,3,-366
5rk1/p5pp/2p5/3p4/q7/6PP/5RK1/5B2 w - - 0 34,middlegame,,29,21,0,0,0,3,-494
8/5pk1/2p3pp/3p1p2/5P2/1P4PP/3q3r/1R5K w - - 2 43,middlegame,,29,1,1,0,1,3,-9999
8/8/8/7B/4R3/7K/5k2/6Q1 b - - 0 61,middlegame,,17,1,0,1,2,0,9997
8/8/5p2/3k4/P3p3/4Q3/1P6/K7 b - - 1 53,endgame,,13,6,0,0,2,3,462
r1bqkbnr/pp1n1ppp/8/1Bpp4/8/1P3N2/P1PP1PPP/RNBQK2R w KQkq - 2 6,opening,B40,76,34,0,0,2,3,57
r3r1k1/ppp1qppp/2n2n2/3bN3/8/b2B3P/1B1NQPP1/3RR1K1 w - - 0 17,middlegame,,71,45,0,0,3,4,-295
r1bqkb1r/ppp1pppp/2n2n2/3P4/2p5/5N2/PP2PPPP/RNBQKB1R w KQkq - 1 5,opening,D02,77,34,0,0,3,4,282
